trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday,from_community,from_station_latt,from_station_long,to_community,to_station_latt,to_station_long,dist_meters
5131,6/28/13 3:30,6/28/13 4:11,242,2433,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,null,null,The Loop,41.886,-87.6241,The Loop,41.886,-87.6241,0
5132,6/28/13 5:11,6/28/13 5:26,233,951,72,State St & 16th St,179,Martin Luther King Dr & Oakwood Blvd,Customer,null,null,Near South Side,41.8601,-87.6277,Grand Boulevard,41.8226,-87.6161,4281.364387
5133,6/28/13 5:48,6/28/13 6:02,592,857,37,Dearborn St & Adams St,90,Millennium Park,Customer,null,null,The Loop,41.8794,-87.6298,The Loop,41.881,-87.6241,508.9306606
5136,6/28/13 5:55,6/28/13 6:23,418,1645,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,null,null,The Loop,41.881,-87.6167,The Loop,41.881,-87.6167,0
5137,6/28/13 6:01,6/28/13 6:22,269,1285,61,Wood St & Milwaukee Ave,24,Fairbanks Ct & Grand Ave,Customer,null,null,West Town,41.9077,-87.6726,Near North Side,41.8919,-87.6206,4652.776968
5140,6/28/13 6:28,6/28/13 6:35,848,406,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,null,null,Near South Side,41.8532,-87.6253,The Loop,41.8682,-87.6263,1659.219331
5173,6/28/13 7:13,6/28/13 7:35,173,1336,26,McClurg Ct & Illinois St,36,Franklin St & Jackson Blvd,Customer,null,null,Near North Side,41.891,-87.6173,The Loop,41.8777,-87.6353,2103.216299
5199,6/28/13 7:37,6/28/13 7:48,401,668,91,Clinton St & Washington Blvd,52,Michigan Ave & Lake St,Customer,null,null,Near West Side,41.8834,-87.6412,The Loop,41.886,-87.6241,1445.546582
5248,6/28/13 8:17,6/28/13 9:04,343,2789,85,Michigan Ave & Oak St,76,Lake Shore Dr & Monroe St,Customer,null,null,Near North Side,41.901,-87.6238,The Loop,41.881,-87.6167,2297.095793
5250,6/28/13 8:18,6/28/13 9:21,225,3760,26,McClurg Ct & Illinois St,45,Michigan Ave & Congress Pkwy,Customer,null,null,Near North Side,41.891,-87.6173,The Loop,41.8761,-87.6244,1763.372393
5251,6/28/13 8:19,6/28/13 8:45,212,1593,30,Ashland Ave & Augusta Blvd,51,Clark St & Randolph St,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.8846,-87.6319,3410.679715
5252,6/28/13 8:21,6/28/13 8:33,236,746,91,Clinton St & Washington Blvd,74,Kingsbury St & Erie St,Customer,null,null,Near West Side,41.8834,-87.6412,Near North Side,41.8938,-87.6419,1163.52801
5255,6/28/13 8:23,6/28/13 8:46,401,1368,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,null,null,The Loop,41.886,-87.6241,The Loop,41.886,-87.6241,0
5256,6/28/13 8:25,6/28/13 8:42,314,1057,29,Noble St & Milwaukee Ave,77,Clinton St & Madison St,Customer,null,null,West Town,41.9007,-87.6626,Near West Side,41.8816,-87.6413,2762.415589
5260,6/28/13 8:28,6/28/13 11:38,242,11437,52,Michigan Ave & Lake St,350,Ashland Ave & Chicago Ave,Customer,null,null,The Loop,41.886,-87.6241,West Town,41.896,-87.6677,3785.581481
5262,6/28/13 8:30,6/28/13 11:38,322,11321,52,Michigan Ave & Lake St,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.886,-87.6241,Near North Side,41.891,-87.6173,792.4845121
5284,6/28/13 8:42,6/28/13 10:12,172,5377,26,McClurg Ct & Illinois St,62,McCormick Place,Customer,null,null,Near North Side,41.891,-87.6173,Near South Side,41.8514,-87.6188,4405.225005
5293,6/28/13 8:49,6/28/13 9:20,708,1895,31,Franklin St & Chicago Ave,44,State St & Randolph St,Customer,null,null,Near North Side,41.8968,-87.6356,The Loop,41.8847,-87.6277,1492.722825
5294,6/28/13 8:49,6/28/13 9:07,470,1106,91,Clinton St & Washington Blvd,19,Loomis St & Taylor St,Customer,null,null,Near West Side,41.8834,-87.6412,Near West Side,41.8694,-87.661,2261.373404
5305,6/28/13 8:53,6/28/13 9:09,335,1007,31,Franklin St & Chicago Ave,75,Canal St & Jackson Blvd,Customer,null,null,Near North Side,41.8968,-87.6356,Near West Side,41.8781,-87.64,2103.215378
5312,6/28/13 8:54,6/28/13 9:17,51,1360,75,Canal St & Jackson Blvd,31,Franklin St & Chicago Ave,Customer,null,null,Near West Side,41.8781,-87.64,Near North Side,41.8968,-87.6356,2103.215378
5313,6/28/13 8:55,6/28/13 9:14,168,1196,19,Loomis St & Taylor St,48,Larrabee St & Kingsbury St,Customer,null,null,Near West Side,41.8694,-87.661,Near North Side,41.8978,-87.6429,3489.015411
5314,6/28/13 8:55,6/28/13 9:30,154,2063,45,Michigan Ave & Congress Pkwy,45,Michigan Ave & Congress Pkwy,Customer,null,null,The Loop,41.8761,-87.6244,The Loop,41.8761,-87.6244,0
5319,6/28/13 8:57,6/28/13 9:08,236,646,74,Kingsbury St & Erie St,77,Clinton St & Madison St,Customer,null,null,Near North Side,41.8938,-87.6419,Near West Side,41.8816,-87.6413,1362.64728
5327,6/28/13 9:05,6/28/13 9:15,524,594,27,Larrabee St & North Ave,54,Ogden Ave & Chicago Ave,Customer,null,null,Near North Side,41.9102,-87.6435,West Town,41.8964,-87.6541,1770.19933
5335,6/28/13 9:14,6/28/13 9:41,227,1670,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.891,-87.6173,0
5346,6/28/13 9:26,6/28/13 14:25,118,17898,74,Kingsbury St & Erie St,88,May St & Randolph St,Customer,null,null,Near North Side,41.8938,-87.6419,Near West Side,41.884,-87.6557,1587.881184
5353,6/28/13 9:35,6/28/13 9:50,226,896,24,Fairbanks Ct & Grand Ave,25,Michigan Ave & Pearson St,Customer,null,null,Near North Side,41.8919,-87.6206,Near North Side,41.8977,-87.6235,687.4084829
5354,6/28/13 9:36,6/28/13 10:01,308,1498,48,Larrabee St & Kingsbury St,66,Clinton St & Lake St,Customer,null,null,Near North Side,41.8978,-87.6429,Near West Side,41.8858,-87.6414,1331.066356
5355,6/28/13 9:37,6/28/13 10:02,772,1465,48,Larrabee St & Kingsbury St,66,Clinton St & Lake St,Customer,null,null,Near North Side,41.8978,-87.6429,Near West Side,41.8858,-87.6414,1331.066356
5357,6/28/13 9:40,6/28/13 10:07,286,1637,51,Clark St & Randolph St,69,Damen Ave & Pierce Ave,Customer,null,null,The Loop,41.8846,-87.6319,West Town,41.9094,-87.6777,4695.336506
5363,6/28/13 9:43,6/28/13 9:56,466,812,32,Racine Ave & Congress Pkwy,36,Franklin St & Jackson Blvd,Customer,null,null,Near West Side,41.8746,-87.657,The Loop,41.8777,-87.6353,1834.013172
5370,6/28/13 9:47,6/28/13 10:17,527,1787,88,May St & Randolph St,62,McCormick Place,Customer,null,null,Near West Side,41.884,-87.6557,Near South Side,41.8514,-87.6188,4740.066327
5372,6/28/13 9:47,6/28/13 10:42,221,3270,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,null,null,Near North Side,41.901,-87.6238,Near North Side,41.901,-87.6238,0
5374,6/28/13 9:48,6/28/13 10:15,407,1638,54,Ogden Ave & Chicago Ave,67,Sheffield Ave & Fullerton Ave,Customer,null,null,West Town,41.8964,-87.6541,Lincoln Park,41.9256,-87.6537,3247.80008
5378,6/28/13 9:49,6/28/13 10:18,465,1709,341,Adler Planetarium,350,Ashland Ave & Chicago Ave,Customer,null,null,Near South Side,41.8661,-87.6073,West Town,41.896,-87.6677,6017.439115
5380,6/28/13 9:51,6/28/13 11:08,229,4588,30,Ashland Ave & Augusta Blvd,76,Lake Shore Dr & Monroe St,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.881,-87.6167,4710.85625
5381,6/28/13 9:56,6/28/13 11:08,211,4315,30,Ashland Ave & Augusta Blvd,76,Lake Shore Dr & Monroe St,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.881,-87.6167,4710.85625
5383,6/28/13 10:00,6/28/13 10:24,449,1415,127,Lincoln Ave & Fullerton Ave,127,Lincoln Ave & Fullerton Ave,Customer,null,null,Lincoln Park,41.9259,-87.6493,Lincoln Park,41.9259,-87.6493,0
5384,6/28/13 10:01,6/28/13 11:00,654,3514,164,Franklin St & Lake St,90,Millennium Park,Customer,null,null,The Loop,41.8858,-87.6355,The Loop,41.881,-87.6241,1087.504053
5393,6/28/13 10:04,6/28/13 11:27,281,4988,279,Halsted St & 35th St,85,Michigan Ave & Oak St,Customer,null,null,Bridgeport,41.8307,-87.6472,Near North Side,41.901,-87.6238,8046.171819
5403,6/28/13 10:11,6/28/13 10:33,409,1298,350,Ashland Ave & Chicago Ave,24,Fairbanks Ct & Grand Ave,Customer,null,null,West Town,41.896,-87.6677,Near North Side,41.8919,-87.6206,3937.486961
5406,6/28/13 10:15,6/28/13 10:20,526,329,19,Loomis St & Taylor St,22,May St & Taylor St,Customer,null,null,Near West Side,41.8694,-87.661,Near West Side,41.8695,-87.6555,457.4635436
5408,6/28/13 10:17,6/28/13 10:49,222,1912,85,Michigan Ave & Oak St,76,Lake Shore Dr & Monroe St,Customer,null,null,Near North Side,41.901,-87.6238,The Loop,41.881,-87.6167,2297.095793
5409,6/28/13 10:18,6/28/13 10:42,57,1409,37,Dearborn St & Adams St,37,Dearborn St & Adams St,Customer,null,null,The Loop,41.8794,-87.6298,The Loop,41.8794,-87.6298,0
5410,6/28/13 10:19,6/28/13 10:32,511,780,73,Jefferson St & Monroe St,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near West Side,41.8804,-87.6427,Near North Side,41.8919,-87.6206,2233.032439
5412,6/28/13 10:21,6/28/13 10:34,38,747,25,Michigan Ave & Pearson St,52,Michigan Ave & Lake St,Customer,null,null,Near North Side,41.8977,-87.6235,The Loop,41.886,-87.6241,1293.405678
5417,6/28/13 10:25,6/28/13 11:00,253,2140,72,State St & 16th St,72,State St & 16th St,Customer,null,null,Near South Side,41.8601,-87.6277,Near South Side,41.8601,-87.6277,0
5419,6/28/13 10:29,6/28/13 11:27,909,3472,24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near North Side,41.8919,-87.6206,Near North Side,41.8919,-87.6206,0
5421,6/28/13 10:31,6/28/13 10:56,333,1525,21,Aberdeen St & Jackson Blvd,45,Michigan Ave & Congress Pkwy,Customer,null,null,Near West Side,41.8777,-87.6548,The Loop,41.8761,-87.6244,2526.440287
5423,6/28/13 10:34,6/28/13 11:05,44,1852,25,Michigan Ave & Pearson St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.8977,-87.6235,Near North Side,41.891,-87.6173,899.7303016
5433,6/28/13 10:43,6/28/13 11:03,218,1214,25,Michigan Ave & Pearson St,44,State St & Randolph St,Customer,null,null,Near North Side,41.8977,-87.6235,The Loop,41.8847,-87.6277,1478.285837
5443,6/28/13 10:54,6/28/13 11:20,98,1573,28,Larrabee St & Menomonee St,85,Michigan Ave & Oak St,Customer,null,null,Lincoln Park,41.9147,-87.6433,Near North Side,41.901,-87.6238,2225.187474
5455,6/28/13 11:02,6/28/13 15:04,471,14517,55,Halsted St & James M Rochford St,14,Morgan St & 18th St,Customer,null,null,Near West Side,41.8659,-87.6466,Lower West Side,41.8581,-87.6511,939.6881644
5462,6/28/13 11:05,6/28/13 11:20,312,898,29,Noble St & Milwaukee Ave,31,Franklin St & Chicago Ave,Customer,null,null,West Town,41.9007,-87.6626,Near North Side,41.8968,-87.6356,2278.412654
5463,6/28/13 11:05,6/28/13 11:41,206,2178,252,Greenwood Ave & 47th St,90,Millennium Park,Customer,null,null,Kenwood,41.8098,-87.5994,The Loop,41.881,-87.6241,8169.603186
5466,6/28/13 11:05,6/28/13 11:41,160,2130,91,Clinton St & Washington Blvd,90,Millennium Park,Customer,null,null,Near West Side,41.8834,-87.6412,The Loop,41.881,-87.6241,1441.955386
5468,6/28/13 11:07,6/28/13 11:32,25,1529,34,Cannon Dr & Fullerton Ave,94,Lincoln Ave & Armitage Ave,Customer,null,null,Lincoln Park,41.9268,-87.6344,Lincoln Park,41.9183,-87.6363,951.0616228
5470,6/28/13 11:07,6/28/13 11:32,272,1502,311,Lincoln Ave & Eastwood Ave,94,Lincoln Ave & Armitage Ave,Customer,null,null,Lincoln Square,41.9658,-87.6865,Lincoln Park,41.9183,-87.6363,6724.019464
5471,6/28/13 11:07,6/28/13 11:16,407,544,67,Sheffield Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Customer,null,null,Lincoln Park,41.9256,-87.6537,Lincoln Park,41.9256,-87.6537,0
5477,6/28/13 11:14,6/28/13 13:54,375,9614,59,Wabash Ave & Roosevelt Rd,249,Montrose Harbor,Customer,null,null,The Loop,41.8682,-87.6263,Uptown,41.964,-87.6382,10688.7922
5486,6/28/13 11:18,6/28/13 13:54,403,9396,59,Wabash Ave & Roosevelt Rd,108,Halsted St & Polk St,Customer,null,null,The Loop,41.8682,-87.6263,Near West Side,41.8718,-87.6466,1740.012018
5499,6/28/13 11:20,6/28/13 11:36,282,999,24,Fairbanks Ct & Grand Ave,48,Larrabee St & Kingsbury St,Customer,null,null,Near North Side,41.8919,-87.6206,Near North Side,41.8978,-87.6429,1960.546341
5503,6/28/13 11:21,6/28/13 11:36,280,945,232,Pine Grove Ave & Addison St,48,Larrabee St & Kingsbury St,Customer,null,null,Lake View,41.9493,-87.6463,Near North Side,41.8978,-87.6429,5728.444151
5510,6/28/13 11:23,6/28/13 11:46,98,1406,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,null,null,Near North Side,41.901,-87.6238,Near North Side,41.901,-87.6238,0
5518,6/28/13 11:25,6/28/13 11:48,401,1365,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,null,null,The Loop,41.886,-87.6241,The Loop,41.886,-87.6241,0
5534,6/28/13 11:29,6/28/13 11:46,372,1021,60,Dayton St & North Ave,60,Dayton St & North Ave,Customer,null,null,Near North Side,41.9106,-87.6494,Near North Side,41.9106,-87.6494,0
5552,6/28/13 11:35,6/28/13 11:55,116,1204,74,Kingsbury St & Erie St,51,Clark St & Randolph St,Customer,null,null,Near North Side,41.8938,-87.6419,The Loop,41.8846,-87.6319,1320.193227
5566,6/28/13 11:38,6/28/13 12:03,192,1521,30,Ashland Ave & Augusta Blvd,51,Clark St & Randolph St,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.8846,-87.6319,3410.679715
5567,6/28/13 11:39,6/28/13 12:07,173,1706,36,Franklin St & Jackson Blvd,37,Dearborn St & Adams St,Customer,null,null,The Loop,41.8777,-87.6353,The Loop,41.8794,-87.6298,494.2089205
5574,6/28/13 11:41,6/28/13 11:53,95,747,66,Clinton St & Lake St,88,May St & Randolph St,Customer,null,null,Near West Side,41.8858,-87.6414,Near West Side,41.884,-87.6557,1205.261605
5584,6/28/13 11:46,6/28/13 12:06,207,1185,22,May St & Taylor St,45,Michigan Ave & Congress Pkwy,Customer,null,null,Near West Side,41.8695,-87.6555,The Loop,41.8761,-87.6244,2679.590014
5589,6/28/13 11:48,6/28/13 12:07,309,1131,36,Franklin St & Jackson Blvd,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.8777,-87.6353,Near North Side,41.891,-87.6173,2103.216299
5590,6/28/13 11:49,6/28/13 12:12,193,1381,30,Ashland Ave & Augusta Blvd,90,Millennium Park,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.881,-87.6241,4168.46573
5599,6/28/13 11:54,6/28/13 12:00,174,351,66,Clinton St & Lake St,91,Clinton St & Washington Blvd,Customer,null,null,Near West Side,41.8858,-87.6414,Near West Side,41.8834,-87.6412,272.997721
5612,6/28/13 11:56,6/28/13 12:08,102,694,31,Franklin St & Chicago Ave,46,Wells St & Walton St,Customer,null,null,Near North Side,41.8968,-87.6356,Near North Side,41.8999,-87.6344,361.6074847
5614,6/28/13 11:56,6/28/13 12:08,656,671,31,Franklin St & Chicago Ave,46,Wells St & Walton St,Customer,null,null,Near North Side,41.8968,-87.6356,Near North Side,41.8999,-87.6344,361.6074847
5624,6/28/13 11:58,6/28/13 12:19,239,1304,17,Wood St & Division St,94,Lincoln Ave & Armitage Ave,Customer,null,null,West Town,41.9033,-87.6727,Lincoln Park,41.9183,-87.6363,3451.802464
5625,6/28/13 11:58,6/28/13 12:19,175,1296,17,Wood St & Division St,94,Lincoln Ave & Armitage Ave,Customer,null,null,West Town,41.9033,-87.6727,Lincoln Park,41.9183,-87.6363,3451.802464
5652,6/28/13 12:03,6/28/13 12:11,898,507,62,McCormick Place,42,Wabash Ave & Cermak Rd,Customer,null,null,Near South Side,41.8514,-87.6188,Near South Side,41.8532,-87.6253,578.289628
5654,6/28/13 12:03,6/28/13 12:12,834,547,62,McCormick Place,42,Wabash Ave & Cermak Rd,Customer,null,null,Near South Side,41.8514,-87.6188,Near South Side,41.8532,-87.6253,578.289628
5661,6/28/13 12:04,6/28/13 14:50,511,10004,26,McClurg Ct & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.8919,-87.6206,290.8994496
5664,6/28/13 12:04,6/28/13 14:50,337,9966,26,McClurg Ct & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.8919,-87.6206,290.8994496
5679,6/28/13 12:06,6/28/13 12:32,255,1560,90,Millennium Park,24,Fairbanks Ct & Grand Ave,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.8919,-87.6206,1236.603372
5682,6/28/13 12:07,6/28/13 12:58,418,3031,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,null,null,The Loop,41.881,-87.6167,The Loop,41.881,-87.6167,0
5685,6/28/13 12:07,6/28/13 12:57,343,3001,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,null,null,The Loop,41.881,-87.6167,The Loop,41.881,-87.6167,0
5690,6/28/13 12:08,6/28/13 12:24,217,931,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
5697,6/28/13 12:11,6/28/13 12:48,64,2211,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.891,-87.6173,1244.130714
5699,6/28/13 12:11,6/28/13 12:21,159,590,60,Dayton St & North Ave,60,Dayton St & North Ave,Customer,null,null,Near North Side,41.9106,-87.6494,Near North Side,41.9106,-87.6494,0
5702,6/28/13 12:13,6/28/13 14:48,448,9307,76,Lake Shore Dr & Monroe St,67,Sheffield Ave & Fullerton Ave,Customer,null,null,The Loop,41.881,-87.6167,Lincoln Park,41.9256,-87.6537,5830.617523
5703,6/28/13 12:13,6/28/13 14:47,503,9250,76,Lake Shore Dr & Monroe St,67,Sheffield Ave & Fullerton Ave,Customer,null,null,The Loop,41.881,-87.6167,Lincoln Park,41.9256,-87.6537,5830.617523
5704,6/28/13 12:14,6/28/13 12:48,63,2056,90,Millennium Park,311,Lincoln Ave & Eastwood Ave,Customer,null,null,The Loop,41.881,-87.6241,Lincoln Square,41.9658,-87.6865,10748.2906
5705,6/28/13 12:14,6/28/13 12:29,615,920,48,Larrabee St & Kingsbury St,73,Jefferson St & Monroe St,Customer,null,null,Near North Side,41.8978,-87.6429,Near West Side,41.8804,-87.6427,1926.229595
5706,6/28/13 12:14,6/28/13 12:48,65,2035,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.891,-87.6173,1244.130714
5708,6/28/13 12:16,6/28/13 13:11,58,3256,90,Millennium Park,90,Millennium Park,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.881,-87.6241,0
5712,6/28/13 12:17,6/28/13 13:10,62,3202,90,Millennium Park,90,Millennium Park,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.881,-87.6241,0
5713,6/28/13 12:18,6/28/13 12:52,379,2040,52,Michigan Ave & Lake St,76,Lake Shore Dr & Monroe St,Customer,null,null,The Loop,41.886,-87.6241,The Loop,41.881,-87.6167,831.4001768
5716,6/28/13 12:18,6/28/13 12:41,401,1374,52,Michigan Ave & Lake St,127,Lincoln Ave & Fullerton Ave,Customer,null,null,The Loop,41.886,-87.6241,Lincoln Park,41.9259,-87.6493,4896.311628
5746,6/28/13 12:26,6/28/13 12:50,437,1440,90,Millennium Park,85,Michigan Ave & Oak St,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.901,-87.6238,2213.650144
5782,6/28/13 12:35,6/28/13 12:56,307,1309,45,Michigan Ave & Congress Pkwy,21,Aberdeen St & Jackson Blvd,Customer,null,null,The Loop,41.8761,-87.6244,Near West Side,41.8777,-87.6548,2526.440287
5783,6/28/13 12:35,6/28/13 12:46,57,659,37,Dearborn St & Adams St,5,State St & Harrison St,Customer,null,null,The Loop,41.8794,-87.6298,The Loop,41.874,-87.6277,623.3098286
5802,6/28/13 12:37,6/28/13 14:29,842,6749,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,null,null,Near South Side,41.8532,-87.6253,The Loop,41.8682,-87.6263,1659.219331
5805,6/28/13 12:37,6/28/13 12:56,141,1137,90,Millennium Park,48,Larrabee St & Kingsbury St,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.8978,-87.6429,2426.592086
5806,6/28/13 12:37,6/28/13 13:16,599,2349,45,Michigan Ave & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Customer,null,null,The Loop,41.8761,-87.6244,The Loop,41.8682,-87.6263,891.0686762
5807,6/28/13 12:37,6/28/13 13:03,139,1557,90,Millennium Park,74,Kingsbury St & Erie St,Customer,null,null,The Loop,41.881,-87.6241,Near North Side,41.8938,-87.6419,2049.215874
5808,6/28/13 12:38,6/28/13 13:16,154,2334,45,Michigan Ave & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Customer,null,null,The Loop,41.8761,-87.6244,The Loop,41.8682,-87.6263,891.0686762
5810,6/28/13 12:38,6/28/13 12:53,116,893,51,Clark St & Randolph St,48,Larrabee St & Kingsbury St,Customer,null,null,The Loop,41.8846,-87.6319,Near North Side,41.8978,-87.6429,1725.714977
5822,6/28/13 12:40,6/28/13 13:28,140,2882,90,Millennium Park,90,Millennium Park,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.881,-87.6241,0
5823,6/28/13 12:41,6/28/13 12:58,225,1014,45,Michigan Ave & Congress Pkwy,21,Aberdeen St & Jackson Blvd,Customer,null,null,The Loop,41.8761,-87.6244,Near West Side,41.8777,-87.6548,2526.440287
5824,6/28/13 12:41,6/28/13 13:18,80,2244,90,Millennium Park,30,Ashland Ave & Augusta Blvd,Customer,null,null,The Loop,41.881,-87.6241,West Town,41.8996,-87.6677,4168.46573
5826,6/28/13 12:41,6/28/13 13:18,628,2219,90,Millennium Park,30,Ashland Ave & Augusta Blvd,Customer,null,null,The Loop,41.881,-87.6241,West Town,41.8996,-87.6677,4168.46573
5840,6/28/13 12:43,6/28/13 13:13,98,1761,85,Michigan Ave & Oak St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.901,-87.6238,Near North Side,41.891,-87.6173,1227.961623
5850,6/28/13 12:47,6/28/13 12:51,380,196,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,null,null,West Town,41.9094,-87.6777,West Town,41.9094,-87.6777,0
5853,6/28/13 12:48,6/28/13 15:13,463,8681,90,Millennium Park,279,Halsted St & 35th St,Customer,null,null,The Loop,41.881,-87.6241,Bridgeport,41.8307,-87.6472,5914.058096
5857,6/28/13 12:49,6/28/13 12:56,495,430,77,Clinton St & Madison St,77,Clinton St & Madison St,Customer,null,null,Near West Side,41.8816,-87.6413,Near West Side,41.8816,-87.6413,0
5858,6/28/13 12:49,6/28/13 13:09,386,1196,51,Clark St & Randolph St,24,Fairbanks Ct & Grand Ave,Customer,null,null,The Loop,41.8846,-87.6319,Near North Side,41.8919,-87.6206,1236.686218
5860,6/28/13 12:50,6/28/13 14:29,479,5937,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,null,null,Near South Side,41.8532,-87.6253,The Loop,41.8682,-87.6263,1659.219331
5871,6/28/13 12:52,6/28/13 12:57,380,325,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,null,null,West Town,41.9094,-87.6777,West Town,41.9094,-87.6777,0
5876,6/28/13 12:52,6/28/13 13:03,474,622,51,Clark St & Randolph St,74,Kingsbury St & Erie St,Customer,null,null,The Loop,41.8846,-87.6319,Near North Side,41.8938,-87.6419,1320.193227
5880,6/28/13 12:54,6/28/13 13:07,409,770,24,Fairbanks Ct & Grand Ave,25,Michigan Ave & Pearson St,Customer,null,null,Near North Side,41.8919,-87.6206,Near North Side,41.8977,-87.6235,687.4084829
5883,6/28/13 12:55,6/28/13 13:18,176,1368,85,Michigan Ave & Oak St,28,Larrabee St & Menomonee St,Customer,null,null,Near North Side,41.901,-87.6238,Lincoln Park,41.9147,-87.6433,2225.187474
5897,6/28/13 12:59,6/28/13 13:03,316,278,54,Ogden Ave & Chicago Ave,54,Ogden Ave & Chicago Ave,Customer,null,null,West Town,41.8964,-87.6541,West Town,41.8964,-87.6541,0
